utc,seconds_from_recording_start,elevation_deg
2026-09-23T22:54:30+00:00,799,8.192572401166021
2026-09-23T22:54:32+00:00,801,8.034373033654543
2026-09-23T22:54:34+00:00,803,7.877143709068736
2026-09-23T22:54:36+00:00,805,7.720870821900215
2026-09-23T22:54:38+00:00,807,7.565541002831201
2026-09-23T22:54:40+00:00,809,7.4111411141024615
2026-09-23T22:54:42+00:00,811,7.257658244984819
2026-09-23T22:54:44+00:00,813,7.105079707339611
2026-09-23T22:54:46+00:00,815,6.953393031260374
2026-09-23T22:54:48+00:00,817,6.802585960805204
2026-09-23T22:54:50+00:00,819,6.652646449825669
2026-09-23T22:54:52+00:00,821,6.503562657863195
2026-09-23T22:54:54+00:00,823,6.355322946136586
2026-09-23T22:54:56+00:00,825,6.207915873615997
2026-09-23T22:54:58+00:00,827,6.061330193167229
2026-09-23T22:55:00+00:00,829,5.915554847781759
2026-09-23T22:55:02+00:00,831,5.770578966883665
2026-09-23T22:55:04+00:00,833,5.62639186270651
2026-09-23T22:55:06+00:00,835,5.482983026754172
2026-09-23T22:55:08+00:00,837,5.340342126326421
2026-09-23T22:55:10+00:00,839,5.198459001119075
2026-09-23T22:55:12+00:00,841,5.0573236598960385
2026-09-23T22:55:14+00:00,843,4.916926277231559
2026-09-23T22:55:16+00:00,845,4.777257190312209
2026-09-23T22:55:18+00:00,847,4.638306895813318
2026-09-23T22:55:20+00:00,849,4.500066046840362
2026-09-23T22:55:22+00:00,851,4.362525449924898
2026-09-23T22:55:24+00:00,853,4.225676062094232
2026-09-23T22:55:26+00:00,855,4.0895089879938
2026-09-23T22:55:28+00:00,857,3.954015477076728
2026-09-23T22:55:30+00:00,859,3.819186920842763
2026-09-23T22:55:32+00:00,861,3.6850148501416964
2026-09-23T22:55:34+00:00,863,3.5514909325325563
2026-09-23T22:55:36+00:00,865,3.418606969693556
2026-09-23T22:55:38+00:00,867,3.2863548948903145
2026-09-23T22:55:40+00:00,869,3.1547267704955035
2026-09-23T22:55:42+00:00,871,3.023714785555
2026-09-23T22:55:44+00:00,873,2.8933112534133736
2026-09-23T22:55:46+00:00,875,2.7635086093868564
2026-09-23T22:55:48+00:00,877,2.6342994084750364
2026-09-23T22:55:50+00:00,879,2.5056763231316705
2026-09-23T22:55:52+00:00,881,2.3776321410806425
2026-09-23T22:55:54+00:00,883,2.250159763164305
2026-09-23T22:55:56+00:00,885,2.123252201254938
2026-09-23T22:55:58+00:00,887,1.996902576196937
2026-09-23T22:56:00+00:00,889,1.8711041157949935
2026-09-23T22:56:02+00:00,891,1.7458501528435444
2026-09-23T22:56:04+00:00,893,1.6211341231976544
2026-09-23T22:56:06+00:00,895,1.4969495638829111
2026-09-23T22:56:08+00:00,897,1.3732901112453242
2026-09-23T22:56:10+00:00,899,1.2501494991356739
2026-09-23T22:56:12+00:00,901,1.1275215571381998
2026-09-23T22:56:14+00:00,903,1.005400208826691
2026-09-23T22:56:16+00:00,905,0.8837794700610867
2026-09-23T22:56:18+00:00,907,0.7626534473233793
2026-09-23T22:56:20+00:00,909,0.6420163360768311
2026-09-23T22:56:22+00:00,911,0.5218624191679756
2026-09-23T22:56:24+00:00,913,0.40218606525699063
2026-09-23T22:56:26+00:00,915,0.28298172727908644
2026-09-23T22:56:28+00:00,917,0.16424394093886777
2026-09-23T22:56:30+00:00,919,0.045967323238739304
2026-09-23T22:56:32+00:00,921,-0.07185342897188249
2026-09-23T22:56:34+00:00,923,-0.1892235404110847
2026-09-23T22:56:36+00:00,925,-0.30614815874957185
2026-09-23T22:56:38+00:00,927,-0.4226323559756263
2026-09-23T22:56:40+00:00,929,-0.5386811297237405
